PID	Code	Description	SubCode	SubDescr	Size	Units	Value	Bldg#	CollectedOn
626	FGR1	GARAGE-AVE	 	 	660.00	S.F.	12700	1	2024-12-03
626	SHD2	SHED GOOD	 	 	216.00	S.F.	4300	1	2024-12-03
626	PAT2	PATIO-GOOD	 	 	288.00	S.F.	2900	1	2024-12-03
626	BRN3	1 STORY W/LOFT	 	 	676.00	S.F.	17600	1	2024-12-03
626	LNT	LEAN-TO	 	 	370.00	S.F.	1700	1	2024-12-03
626	PAT1	PATIO-AVG	 	 	540.00	S.F.	3200	1	2024-12-03
626	PAVC	SV PAVING LG	 	 	1.00	UNITS	3800	1	2024-12-03
637	SHD2	SHED GOOD	 	 	322.00	S.F.	5700	1	2024-12-03
637	LNT	LEAN-TO	 	 	84.00	S.F.	300	1	2024-12-03
638	FOP	SCREEN HOUSE	 	 	256.00	S.F.	1500	1	2024-12-03
638	SHD3	LOW COST	 	 	154.00	S.F.	1100	2	2024-12-03
638	STB1	STABLE-LC	 	 	792.00	S.F.	7100	1	2024-12-03
638	FGR6	W/LOFT-POOR	 	 	840.00	S.F.	12200	1	2024-12-03
638	IMP	IMPLEMENT SHED	 	 	240.00	S.F.	1600	1	2024-12-03
638	IMP	IMPLEMENT SHED	 	 	384.00	S.F.	2500	2	2024-12-03
638	IMP	IMPLEMENT SHED	 	 	110.00	S.F.	700	1	2024-12-03
638	SHD3	LOW COST	 	 	128.00	S.F.	600	1	2024-12-03
639	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	3	2024-12-03
639	FGR4	W/LOFT-AVG	 	 	510.00	S.F	16500	1	2024-12-03
639	PATH	PATIO -FIELDPR	 	 	2.00	UNITS	4000	1	2024-12-03
639	BBLC	BASKET BALL CRT	 	 	1.00	UNITS	5500	1	2024-12-03
639	FGR2	GARAGE-GOOD	 	 	338.00	S.F.	14900	1	2024-12-03
639	FGR4	W/LOFT-AVG	 	 	338.00	S.F	12200	1	2024-12-03
639	SHD1	SHED AVERAGE	 	 	152.00	S.F.	1700	1	2024-12-03
645	PAT2	PATIO-GOOD	 	 	110.00	S.F.	1000	1	2024-12-03
647	SHD1	SHED AVERAGE	 	 	320.00	S.F.	1700	1	2024-12-03
647	BRN1	BARN - 1 STORY	 	 	468.00	S.F.	3800	1	2024-12-03
648	BTHS	BOAT HOUSE	 	 	216.00	S.F.	9500	1	2024-12-03
648	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
649	PAT1	PATIO-AVG	 	 	197.00	S.F.	700	1	2024-12-03
649	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
651	DECK	DECK	 	 	105.00	S.F.	1200	1	2024-12-03
651	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
654	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1400	1	2024-12-03
655	FGR7	W/LOFT EXCELL	 	 	576.00	S.F.	30400	1	2024-12-03
664	LNTC	LEAN-TO  FP	 	 	40.00	UNITS	12000	1	2024-12-03
673	SHD2	SHED GOOD	 	 	80.00	S.F.	1300	1	2024-12-03
673	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1300	1	2024-12-03
673	WDK	WOOD DECK	 	 	35.00	S.F.	400	1	2024-12-03
673	WDK	WOOD DECK	 	 	27.00	S.F.	300	1	2024-12-03
673	SHDB	SHED FLDPR	 	 	25.00	UNITS	5000	1	2024-12-03
688	CAB1	CABIN-MINIMAL	 	 	252.00	S.F.	2300	1	2024-12-03
688	FLUB	FLUE BRICK	 	 	1.00	UNITS	300	1	2024-12-03
689	PAVC	SV PAVING LG	 	 	1.00	UNITS	3800	1	2024-12-03
690	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
691	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-12-03
691	BRN2	1 STORY W/BSMT	 	 	1419.00	S.F.	20600	1	2024-12-03
691	BRN3	1 STORY W/LOFT	 	 	792.00	S.F.	11500	1	2024-12-03
691	PATG	PATIO -FIELDPR	 	 	1.00	UNITS	1500	1	2024-12-03
691	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
692	SHDB	SHED FLDPR	 	 	2.00	UNITS	400	1	2024-12-03
692	SHDC	SHED FLDPR	 	 	96.00	UNITS	28800	1	2024-12-03
692	PAVC	SV PAVING LG	 	 	1.00	UNITS	5600	1	2024-12-03
694	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1200	1	2024-12-03
694	LNT	LEAN-TO	 	 	56.00	S.F.	300	1	2024-12-03
694	SHD1	SHED AVERAGE	 	 	100.00	S.F.	1500	1	2024-12-03
695	BRN1	BARN - 1 STORY	 	 	280.00	S.F.	3900	1	2024-12-03
695	BRN8	POLE BRN/RUN N	 	 	216.00	S.F.	2100	1	2024-12-03
695	SHP5	W/IMPROV GOOD	 	 	672.00	S.F.	20000	1	2024-12-03
695	PLTA	FP POULTRY BLDG	 	 	1.00	UNITS	100	1	2024-12-03
695	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-12-03
696	SHD2	SHED GOOD	 	 	192.00	S.F.	3400	1	2024-12-03
696	SHP7	SHOP W/LOFT G	 	 	1222.00	S.F.	37600	1	2024-12-03
696	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
696	SHP7	SHOP W/LOFT G	 	 	750.00	S.F.	33000	1	2024-12-03
697	FGR4	W/LOFT-AVG	 	 	480.00	S.F	10400	1	2024-12-03
697	SHD2	SHED GOOD	 	 	240.00	S.F.	3200	1	2024-12-03
698	SHDB	SHED FLDPR	 	 	2.00	UNITS	400	1	2024-12-03
698	SHDF	SHED - FP	 	 	2.00	UNITS	2000	1	2024-12-03
698	BRN3	1 STORY W/LOFT	 	 	480.00	S.F.	12500	1	2024-12-03
698	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
698	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
700	SHD2	SHED GOOD	 	 	640.00	S.F.	11300	1	2024-12-03
700	SHDB	SHED FLDPR	 	 	42.00	UNITS	8400	1	2024-12-03
701	IMP	IMPLEMENT SHED	 	 	1350.00	S.F.	4400	1	2024-12-03
701	FGR5	W/LOFT GOOD	 	 	936.00	S.F.	19500	1	2024-12-03
701	IMP	IMPLEMENT SHED	 	 	480.00	S.F.	1900	1	2024-12-03
701	PAT1	PATIO-AVG	 	 	288.00	S.F.	1000	1	2024-12-03
701	SHP3	WORK SHOP POOR	 	 	600.00	S.F.	600	1	2024-12-03
702	SHD1	SHED AVERAGE	 	 	130.00	S.F.	1400	1	2024-12-03
703	BRN8	POLE BRN/RUN N	 	 	1500.00	S.F.	6000	1	2024-12-03
704	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-12-03
704	FGR4	W/LOFT-AVG	 	 	832.00	S.F	22500	1	2024-12-03
705	BRN1	BARN - 1 STORY	 	 	888.00	S.F.	2000	1	2024-12-03
706	CAB1	CABIN-MINIMAL	 	 	96.00	S.F.	2400	1	2024-12-03
708	BRN8	POLE BRN/RUN N	 	 	240.00	S.F.	3100	1	2024-12-03
708	STB1	STABLE-LC	 	 	480.00	S.F.	6900	1	2024-12-03
708	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-12-03
708	PAT1	PATIO-AVG	 	 	168.00	S.F.	1000	1	2024-12-03
711	BRN1	BARN - 1 STORY	 	 	256.00	S.F.	5300	1	2024-12-03
719	SHD1	SHED AVERAGE	 	 	48.00	S.F.	600	1	2024-12-03
719	LNT	LEAN-TO	 	 	40.00	S.F.	100	1	2024-12-03
719	SHP2	WORK SHOP GOOD	 	 	520.00	S.F	11900	1	2024-12-03
719	FGR5	W/LOFT GOOD	 	 	560.00	S.F.	29100	1	2024-12-03
720	BRN3	1 STORY W/LOFT	 	 	480.00	S.F.	4200	1	2024-12-03
720	SHDC	SHED FLDPR	 	 	40.00	UNITS	12000	1	2024-12-03
720	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
723	SHP2	WORK SHOP GOOD	 	 	900.00	S.F	19200	1	2024-12-03
723	BRN1	BARN - 1 STORY	 	 	144.00	S.F.	2500	1	2024-12-03
723	SHDE	SHED FLDPR	 	 	1.00	UNITS	500	1	2024-12-03
723	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-12-03
723	PAVB	SV PAVING SML	 	 	1.00	UNITS	800	1	2024-12-03
724	GEN1	BACK UP POWER >20KW	 	 	1.00	UNITS	8500	1	2024-12-03
724	SHP2	WORK SHOP GOOD	 	 	672.00	S.F	19200	1	2024-12-03
724	FCP	CARPORT	 	 	384.00	S.F.	5400	1	2024-12-03
724	SCRN	SCREEN HOUSE	 	 	96.00	S.F.	2600	1	2024-12-03
725	BRN1	BARN - 1 STORY	 	 	144.00	S.F.	2000	1	2024-12-03
734	PAVC	SV PAVING LG	 	 	1.00	UNITS	3800	1	2024-12-03
736	SHDC	SHED FLDPR	 	 	2.00	UNITS	600	1	2024-12-03
736	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
737	STB4	W/LOFT+ IMPR	 	 	1500.00	S.F.	56100	1	2024-12-03
737	BRN7	1ST P&B/GOOD	 	 	252.00	S.F.	6800	1	2024-12-03
737	PAVC	SV PAVING LG	 	 	1.00	UNITS	6800	1	2024-12-03
737	SHD2	SHED GOOD	 	 	48.00	S.F.	1100	1	2024-12-03
738	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
739	SHD1	SHED AVERAGE	 	 	360.00	S.F.	3200	2	2024-12-03
740	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-12-03
741	FGR1	GARAGE-AVE	 	 	384.00	S.F.	7400	1	2024-12-03
742	SHD2	SHED GOOD	 	 	120.00	S.F.	2200	1	2024-12-03
743	BRN1	BARN - 1 STORY	 	 	600.00	S.F.	11000	1	2024-12-03
743	SHD1	SHED AVERAGE	 	 	80.00	S.F.	1200	1	2024-12-03
744	STB2	W/IMPROVEMENTS	 	 	2220.00	S.F.	32200	1	2024-12-03
744	BRN8	POLE BRN/RUN N	 	 	600.00	S.F.	4800	1	2024-12-03
744	BRN8	POLE BRN/RUN N	 	 	924.00	S.F.	7400	1	2024-12-03
744	BRN8	POLE BRN/RUN N	 	 	288.00	S.F.	1800	1	2024-12-03
746	FGR7	W/LOFT EXCELL	 	 	576.00	S.F.	30400	1	2024-12-03
747	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1800	1	2024-12-03
747	LNT	LEAN-TO	 	 	60.00	S.F.	300	1	2024-12-03
747	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
747	FGR1	GARAGE-AVE	 	 	936.00	S.F.	30000	1	2024-12-03
747	CNP1	CANOPY	 	 	180.00	S.F.	2000	1	2024-12-03
748	CAB1	CABIN-MINIMAL	 	 	192.00	S.F.	4900	1	2024-12-03
748	PAT2	PATIO-GOOD	 	 	128.00	S.F.	1200	1	2024-12-03
748	SHD1	SHED AVERAGE	 	 	80.00	S.F.	1200	1	2024-12-03
748	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
749	FGR1	GARAGE-AVE	 	 	810.00	S.F.	22000	1	2024-12-03
749	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-12-03
750	FGR4	W/LOFT-AVG	 	 	576.00	S.F	16600	1	2024-12-03
750	TEN	TENNIS COURT	 	 	7200.00	S.F.	14400	1	2024-12-03
750	PRGB	SV PERGOLA	 	 	1.00	UNITS	2500	1	2024-12-03
750	GRN1	GREEN HOUSE-RS	 	 	112.00	S.F.	2300	1	2024-12-03
750	PAVD	SV PAVING XL	 	 	1.00	UNITS	10000	1	2024-12-03
750	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
751	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
751	LNT	LEAN-TO	 	 	168.00	S.F.	500	1	2024-12-03
751	LNT	LEAN-TO	 	 	160.00	S.F.	400	1	2024-12-03
752	WDK	WOOD DECK	 	 	100.00	S.F.	1100	1	2024-12-03
752	SHD2	SHED GOOD	 	 	144.00	S.F.	2400	1	2024-12-03
752	PAT1	PATIO-AVG	 	 	100.00	S.F.	600	1	2024-12-03
752	SCRN	SCREEN HOUSE	 	 	120.00	S.F.	3300	1	2024-12-03
752	WDK	WOOD DECK	 	 	64.00	S.F.	900	1	2024-12-03
753	SHD1	SHED AVERAGE	 	 	64.00	S.F.	800	1	2024-12-03
754	BRN1	BARN - 1 STORY	 	 	1248.00	S.F.	3400	3	2024-12-03
754	RCL	ROOT CELLAR	 	 	153.00	S.F.	700	1	2024-12-03
754	FCP	CARPORT	 	 	320.00	S.F.	1100	3	2024-12-03
754	BRN3	1 STORY W/LOFT	 	 	1200.00	S.F.	27800	1	2024-12-03
754	BRN8	POLE BRN/RUN N	 	 	300.00	S.F.	4300	1	2024-12-03
756	FGR4	W/LOFT-AVG	 	 	1005.00	S.F	28900	1	2024-12-03
756	FGR1	GARAGE-AVE	 	 	624.00	S.F.	18000	1	2024-12-03
756	BRN1	BARN - 1 STORY	 	 	192.00	S.F.	3800	1	2024-12-03
756	LNT	LEAN-TO	 	 	230.00	S.F.	800	1	2024-12-03
756	LNT	LEAN-TO	 	 	96.00	S.F.	300	1	2024-12-03
756	BRN8	POLE BRN/RUN N	 	 	720.00	S.F.	10400	1	2024-12-03
756	SHDE	SHED FLDPR	 	 	1.00	UNITS	500	1	2024-12-03
756	LNT	LEAN-TO	 	 	144.00	S.F.	600	1	2024-12-03
756	LNT	LEAN-TO	 	 	80.00	S.F.	300	1	2024-12-03
756	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-12-03
758	FGR1	GARAGE-AVE	 	 	576.00	S.F.	15700	1	2024-12-03
758	LNT	LEAN-TO	 	 	288.00	S.F.	600	1	2024-12-03
758	FCP	CARPORT	 	 	378.00	S.F.	2600	1	2024-12-03
759	FGR1	GARAGE-AVE	 	 	400.00	S.F.	10900	1	2024-12-03
764	BRN8	POLE BRN/RUN N	 	 	600.00	S.F.	7700	1	2024-12-03
765	BRN8	POLE BRN/RUN N	 	 	120.00	S.F.	1000	1	2024-12-03
765	SHDB	SHED FLDPR	 	 	88.00	UNITS	17600	1	2024-12-03
767	GBIN	SV GRAIN BIN	 	 	4.00	UNITS	22000	1	2024-12-03
767	PAD	CONC PAD	 	 	600.00	S.F.	3200	1	2024-12-03
767	BRN3	1 STORY W/LOFT	 	 	1680.00	S.F.	48700	1	2024-12-03
768	BRN5	2 STORY	 	 	3060.00	S.F.	94100	1	2024-12-03
768	SLR5	SLR PV >20KW	 	 	1.00	UNITS	60000	1	2024-12-03
768	 	 	 	 	0.00		 	1	2024-12-03
769	BRN1	BARN - 1 STORY	 	 	576.00	S.F.	4600	1	2024-12-03
771	BRN2	1 STORY W/BSMT	 	 	1892.00	S.F.	9900	2	2024-12-03
771	SHD2	SHED GOOD	 	 	100.00	S.F.	100	2	2024-12-03
771	SHD1	SHED AVERAGE	 	 	320.00	S.F.	4800	2	2024-12-03
771	SHD2	SHED GOOD	 	 	288.00	S.F.	1200	1	2024-12-03
771	GAZA	GAZEBO FP	 	 	1.00	UNITS	400	1	2024-12-03
771	PAT1	PATIO-AVG	 	 	96.00	S.F.	600	1	2024-12-03
772	IMP	IMPLEMENT SHED	 	 	231.00	S.F.	2400	1	2024-12-03
772	SHD1	SHED AVERAGE	 	 	288.00	S.F.	2600	1	2024-12-03
772	FGR1	GARAGE-AVE	 	 	480.00	S.F.	9200	1	2024-12-03
772	LNT	LEAN-TO	 	 	154.00	S.F.	400	1	2024-12-03
772	PAT1	PATIO-AVG	 	 	128.00	S.F.	800	1	2024-12-03
774	FGR2	GARAGE-GOOD	 	 	676.00	S.F.	23800	1	2024-12-03
774	SHD1	SHED AVERAGE	 	 	90.00	S.F.	1100	1	2024-12-03
774	LNT	LEAN-TO	 	 	60.00	S.F.	200	1	2024-12-03
774	SHD1	SHED AVERAGE	 	 	48.00	S.F.	600	1	2024-12-03
776	FGR5	W/LOFT GOOD	 	 	672.00	S.F.	29700	1	2024-12-03
776	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-12-03
776	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1400	1	2024-12-03
776	SHD1	SHED AVERAGE	 	 	240.00	S.F.	3600	1	2024-12-03
782	STB5	W/LOFT+IMP+	 	 	2160.00	S.F.	114000	1	2024-12-03
783	SHD2	SHED GOOD	 	 	64.00	S.F.	1100	1	2024-12-03
784	STB1	STABLE-LC	 	 	640.00	S.F.	6900	1	2024-12-03
784	FCP	CARPORT	 	 	760.00	S.F.	4300	1	2024-12-03
785	PAT2	PATIO-GOOD	 	 	400.00	S.F.	2600	1	2024-12-03
786	FGR1	GARAGE-AVE	 	 	160.00	S.F.	4600	2	2024-12-03
786	SHD2	SHED GOOD	 	 	160.00	S.F.	3200	1	2024-12-03
787	PAT1	PATIO-AVG	 	 	160.00	S.F.	1000	2	2024-12-03
788	SHD2	SHED GOOD	 	 	288.00	S.F.	3200	1	2024-12-03
789	IMP	IMPLEMENT SHED	 	 	988.00	S.F.	6400	1	2024-12-03
789	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
789	LNT	LEAN-TO	 	 	75.00	S.F.	300	1	2024-12-03
795	SHD1	SHED AVERAGE	 	 	504.00	S.F.	800	1	2024-12-03
795	LNT	LEAN-TO	 	 	364.00	S.F.	200	1	2024-12-03
795	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-12-03
795	LNT	LEAN-TO	 	 	56.00	S.F.	300	1	2024-12-03
797	STB3	STABLE W/LOFT	 	 	400.00	S.F.	7400	1	2024-12-03
798	BRN1	BARN - 1 STORY	 	 	394.00	S.F.	5400	1	2024-12-03
799	SHD2	SHED GOOD	 	 	160.00	S.F.	3200	1	2024-12-03
799	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-12-03
800	GEN2	BACK UP POWER <20 KW	 	 	0.00	UNITS	0	1	2024-12-03
800	BRN3	1 STORY W/LOFT	 	 	704.00	S.F.	20400	1	2024-12-03
800	BRN1	BARN - 1 STORY	 	 	320.00	S.F.	7400	1	2024-12-03
801	MSC1	1 STY LFT&BSMT	 	 	576.00	UNIT	11400	1	2024-12-03
801	FGR1	GARAGE-AVE	 	 	506.00	S.F.	8100	1	2024-12-03
801	STB4	W/LOFT+ IMPR	 	 	1116.00	S.F.	29500	1	2024-12-03
801	BRN8	POLE BRN/RUN N	 	 	360.00	S.F.	3500	1	2024-12-03
801	SHP4	W/IMPROV AGE	 	 	864.00	S.F.	14500	1	2024-12-03
801	IMP	IMPLEMENT SHED	 	 	576.00	S.F.	4500	1	2024-12-03
801	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-12-03
801	LNTD	LEAN-TO FP	 	 	1.00	UNITS	400	1	2024-12-03
801	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
801	BRN8	POLE BRN/RUN N	 	 	345.00	S.F.	5500	1	2024-12-03
804	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-12-03
806	BRN3	1 STORY W/LOFT	 	 	320.00	S.F.	7900	1	2024-12-03
806	SHD1	SHED AVERAGE	 	 	100.00	S.F.	1500	1	2024-12-03
806	PAT1	PATIO-AVG	 	 	845.00	S.F.	5100	1	2024-12-03
806	SPL3	GUNITE	 	 	91.00	S.F.	3500	1	2024-12-03
809	FGR4	W/LOFT-AVG	 	 	480.00	S.F	8600	1	2024-12-03
810	BRN3	1 STORY W/LOFT	 	 	528.00	S.F.	12200	1	2024-12-03
810	IMP	IMPLEMENT SHED	 	 	160.00	S.F.	1600	1	2024-12-03
810	FGR3	GARAGE-LOWCOST	 	 	700.00	S.F.	12900	1	2024-12-03
810	STB5	W/LOFT+IMP+	 	 	1152.00	S.F.	64600	1	2024-12-03
810	BRN8	POLE BRN/RUN N	 	 	576.00	S.F.	7400	1	2024-12-03
810	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-12-03
811	IMP	IMPLEMENT SHED	 	 	1440.00	S.F.	9400	1	2024-12-03
811	SHD2	SHED GOOD	 	 	600.00	S.F.	7900	1	2024-12-03
816	SHD3	LOW COST	 	 	42.00	S.F.	200	1	2024-12-03
816	SHDF	SHED - FP	 	 	1.00	UNITS	1000	1	2024-12-03
816	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-12-03
816	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-12-03
824	SHD1	SHED AVERAGE	 	 	224.00	S.F.	2700	1	2024-12-03
826	CAB2	W/IMPROVEMENTS	 	 	608.00	S.F.	3000	1	2024-12-03
826	BRN9	1 STY LFT&BSMT	 	 	1900.00	S.F.	53200	1	2024-12-03
826	IMP	IMPLEMENT SHED	 	 	480.00	S.F.	5600	1	2024-12-03
826	FGR3	GARAGE-LOWCOST	 	 	560.00	S.F.	6400	1	2024-12-03
826	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-12-03
827	SHD2	SHED GOOD	 	 	210.00	S.F.	2800	1	2024-12-03
827	SHDA	SHED FLDPR	 	 	56.00	UNITS	5600	1	2024-12-03
827	SPL2	VINYL/PLASTIC	 	 	800.00	S.F.	13200	1	2024-12-03
827	WDK	WOOD DECK	 	 	100.00	S.F.	1400	1	2024-12-03
829	LNT	LEAN-TO	 	 	300.00	S.F.	700	3	2024-12-03
829	FGR3	GARAGE-LOWCOST	 	 	486.00	S.F.	5600	2	2024-12-03
829	IMP	IMPLEMENT SHED	 	 	576.00	S.F.	6000	3	2024-12-03
829	SHD2	SHED GOOD	 	 	176.00	S.F.	1900	1	2024-12-03
829	IMP	IMPLEMENT SHED	 	 	576.00	S.F.	3000	2	2024-12-03
829	SHP2	WORK SHOP GOOD	 	 	2400.00	S.F	34200	2	2024-12-03
830	FGR4	W/LOFT-AVG	 	 	576.00	S.F	18700	1	2024-12-03
830	BRN1	BARN - 1 STORY	 	 	525.00	S.F.	12100	1	2024-12-03
830	LNT	LEAN-TO	 	 	72.00	S.F.	300	1	2024-12-03
831	CAB1	CABIN-MINIMAL	 	 	576.00	S.F.	5200	3	2024-12-03
831	CAB1	CABIN-MINIMAL	 	 	464.00	S.F.	4200	2	2024-12-03
831	CAB1	CABIN-MINIMAL	 	 	504.00	S.F.	4500	3	2024-12-03
831	AOP	ATT OPEN PORCH	 	 	192.00	UNITS	400	2	2024-12-03
831	CAB1	CABIN-MINIMAL	 	 	504.00	S.F.	4500	3	2024-12-03
831	CAB1	CABIN-MINIMAL	 	 	288.00	S.F.	2600	2	2024-12-03
831	CAB1	CABIN-MINIMAL	 	 	576.00	S.F.	5200	3	2024-12-03
831	PAVC	SV PAVING LG	 	 	1.00	UNITS	5600	1	2024-12-03
831	FGR3	GARAGE-LOWCOST	 	 	1250.00	S.F.	25900	2	2024-12-03
833	FCP	CARPORT	 	 	288.00	S.F.	1400	1	2024-12-03
833	IMP	IMPLEMENT SHED	 	 	224.00	S.F.	1700	1	2024-12-03
833	LNT	LEAN-TO	 	 	77.00	S.F.	300	1	2024-12-03
833	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
833	SHD1	SHED AVERAGE	 	 	240.00	S.F.	3600	1	2024-12-03
834	PATC	PATIO -FIELDPR	 	 	1.00	UNITS	300	1	2024-12-03
834	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
835	SHD2	SHED GOOD	 	 	384.00	S.F.	6800	1	2024-12-03
835	IMP	IMPLEMENT SHED	 	 	176.00	S.F.	2100	1	2024-12-03
835	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-12-03
837	FGR1	GARAGE-AVE	 	 	720.00	S.F.	13800	1	2024-12-03
837	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
837	FGR3	GARAGE-LOWCOST	 	 	980.00	S.F.	5600	1	2024-12-03
837	PLT1	PLTRY HSE 1 ST	 	 	168.00	S.F.	1500	1	2024-12-03
838	IMP	IMPLEMENT SHED	 	 	496.00	S.F.	3900	1	2024-12-03
838	PLT1	PLTRY HSE 1 ST	 	 	80.00	S.F.	600	1	2024-12-03
838	SHP4	W/IMPROV AGE	 	 	1920.00	S.F.	37600	1	2024-12-03
838	IMP	IMPLEMENT SHED	 	 	40.00	S.F.	500	1	2024-12-03
838	IMP	IMPLEMENT SHED	 	 	648.00	S.F.	8400	1	2024-12-03
838	BRN8	POLE BRN/RUN N	 	 	960.00	S.F.	9200	1	2024-12-03
839	BRN4	1 STY LFT&BSMT	 	 	4140.00	S.F.	108700	1	2024-12-03
839	PLT1	PLTRY HSE 1 ST	 	 	120.00	S.F.	400	1	2024-12-03
839	FGR5	W/LOFT GOOD	 	 	864.00	S.F.	38200	1	2024-12-03
839	PATH	PATIO -FIELDPR	 	 	1.00	UNITS	2000	1	2024-12-03
840	FGR1	GARAGE-AVE	 	 	576.00	S.F.	13800	1	2024-12-03
840	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-12-03
841	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	3	2024-12-03
841	FN4	FENCE-8' CHAIN	 	 	44.00	L.F.	500	3	2024-12-03
841	PAVA	SV PAVING MED	 	 	1.00	UNITS	5000	1	2024-12-03
842	FGR1	GARAGE-AVE	 	 	480.00	S.F.	9200	1	2024-12-03
842	LNT	LEAN-TO	 	 	140.00	S.F.	300	1	2024-12-03
844	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-12-03
845	BRN1	BARN - 1 STORY	 	 	880.00	S.F.	10100	1	2024-12-03
850	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-12-03
851	SHDA	SHED FLDPR	 	 	2.00	UNITS	200	1	2024-12-03
851	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-12-03
851	DECK	DECK	 	 	104.00	S.F.	1200	1	2024-12-03
853	BOTL	BOATHSE/LOFT	 	 	368.00	S.F.	12600	1	2024-12-03
853	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-12-03
855	CAB1	CABIN-MINIMAL	 	 	80.00	S.F.	2200	1	2024-12-03
855	WDK	WOOD DECK	 	 	70.00	S.F.	900	1	2024-12-03
855	WDK	WOOD DECK	 	 	224.00	S.F.	2700	1	2024-12-03
855	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-12-03
855	LNT	LEAN-TO	 	 	32.00	S.F.	100	1	2024-12-03
855	DCK1	DOCKS-RES TYPE	 	 	120.00	S.F.	2400	1	2024-12-03
855	DCK1	DOCKS-RES TYPE	 	 	72.00	S.F.	2100	1	2024-12-03
861	DECK	DECK	 	 	348.00	S.F.	3400	1	2024-12-03
861	SPL5	AG POOL RECTANGLE	 	 	576.00	S.F.	2500	1	2024-12-03
862	PAVE	SV PAVING XXL	 	 	1.00	UNITS	25000	1	2024-12-03
862	PATH	PATIO -FIELDPR	 	 	1.00	UNITS	2000	1	2024-12-03
862	SHDF	SHED - FP	 	 	1.00	UNITS	1000	1	2024-12-03
862	PRGA	SV PERGOLA	 	 	1.00	UNITS	1500	1	2024-12-03
865	PATH	PATIO -FIELDPR	 	 	1.00	UNITS	2000	1	2024-12-03
