PID	App. Year	Improvements	Land	Total	CollectedOn
691	2022	400600	265800	666400	2023-08-17
691	2021	400600	265800	666400	2023-08-17
691	2020	405100	217300	622400	2023-08-17
692	2022	578500	227500	806000	2023-08-17
692	2021	578500	227500	806000	2023-08-17
692	2020	516900	151300	668200	2023-08-17
694	2022	192900	152200	345100	2023-08-17
694	2021	191000	152200	343200	2023-08-17
694	2020	163000	114700	277700	2023-08-17
695	2022	179300	193800	373100	2023-08-17
695	2021	179300	193800	373100	2023-08-17
695	2020	138900	157700	296600	2023-08-17
696	2022	324100	191200	515300	2023-08-17
696	2021	301800	191200	493000	2023-08-17
696	2020	294500	165700	460200	2023-08-17
697	2022	227900	214600	442500	2023-08-17
697	2021	227900	214600	442500	2023-08-17
697	2020	169800	208400	378200	2023-08-17
698	2022	486500	179200	665700	2023-08-17
698	2021	486500	179200	665700	2023-08-17
698	2020	463100	180800	643900	2023-08-17
700	2022	48900	77600	126500	2023-08-17
700	2021	48900	77600	126500	2023-08-17
700	2020	40900	72900	113800	2023-08-17
701	2022	208100	176600	384700	2023-08-17
701	2021	208100	176600	384700	2023-08-17
701	2020	151100	142000	293100	2023-08-17
702	2022	216000	149500	365500	2023-08-17
702	2021	216000	149500	365500	2023-08-17
702	2020	213600	119400	333000	2023-08-17
703	2022	66400	191800	258200	2023-08-17
703	2021	66400	191800	258200	2023-08-17
703	2020	57500	143600	201100	2023-08-17
704	2022	146600	149000	295600	2023-08-17
704	2021	146600	149000	295600	2023-08-17
704	2020	128500	111800	240300	2023-08-17
705	2022	2000	8800	10800	2023-08-17
705	2021	2000	8800	10800	2023-08-17
705	2020	2000	8000	10000	2023-08-17
706	2022	213600	196500	410100	2023-08-17
706	2021	213600	196500	410100	2023-08-17
706	2020	202400	158400	360800	2023-08-17
707	2022	210800	170800	381600	2023-08-17
707	2021	210800	170800	381600	2023-08-17
707	2020	218500	139600	358100	2023-08-17
708	2022	144900	157600	302500	2023-08-17
708	2021	144900	157600	302500	2023-08-17
708	2020	153200	119600	272800	2023-08-17
711	2022	162700	125900	288600	2023-08-17
711	2021	162700	125900	288600	2023-08-17
711	2020	157400	96300	253700	2023-08-17
717	2022	0	447800	447800	2023-08-17
717	2021	0	447800	447800	2023-08-17
717	2020	0	405000	405000	2023-08-17
719	2022	347200	280700	627900	2023-08-17
719	2021	341500	280700	622200	2023-08-17
719	2020	222600	143600	366200	2023-08-17
720	2022	213000	175200	388200	2023-08-17
720	2021	213000	175200	388200	2023-08-17
720	2020	153400	137000	290400	2023-08-17
723	2022	249500	145600	395100	2023-08-17
723	2021	209100	145600	354700	2023-08-17
723	2020	136500	112000	248500	2023-08-17
724	2022	0	466700	466700	2023-08-17
724	2021	0	466700	466700	2023-08-17
724	2020	0	425900	425900	2023-08-17
725	2022	446600	301400	748000	2023-08-17
725	2021	446600	301400	748000	2023-08-17
725	2020	390300	268000	658300	2023-08-17
734	2022	559500	267700	827200	2023-08-17
734	2021	559500	267700	827200	2023-08-17
734	2020	527600	227300	754900	2023-08-17
735	2022	0	258100	258100	2023-08-17
735	2021	0	270500	270500	2023-08-17
735	2020	0	205100	205100	2023-08-17
736	2022	1054700	284700	1339400	2023-08-17
736	2021	1054700	284700	1339400	2023-08-17
736	2020	977700	289500	1267200	2023-08-17
737	2022	854300	389700	1244000	2023-08-17
737	2021	854300	389700	1244000	2023-08-17
737	2020	732000	254800	986800	2023-08-17
738	2022	375400	271100	646500	2023-08-17
738	2021	375400	271100	646500	2023-08-17
738	2020	354000	183600	537600	2023-08-17
739	2022	471700	329500	801200	2023-08-17
739	2021	540400	329500	869900	2023-08-17
739	2020	409400	265000	674400	2023-08-17
740	2022	668000	334400	1002400	2023-08-17
740	2021	668000	334400	1002400	2023-08-17
740	2020	651900	298400	950300	2023-08-17
741	2022	136000	320100	456100	2023-08-17
741	2021	146100	363400	509500	2023-08-17
741	2020	120000	270700	390700	2023-08-17
742	2022	602000	344800	946800	2023-08-17
742	2021	602000	344800	946800	2023-08-17
742	2020	562800	316100	878900	2023-08-17
743	2022	258000	268600	526600	2023-08-17
743	2021	256800	294500	551300	2023-08-17
743	2020	254400	215800	470200	2023-08-17
744	2022	525500	352900	878400	2023-08-17
744	2021	525500	352900	878400	2023-08-17
744	2020	446100	333200	779300	2023-08-17
745	2022	0	273700	273700	2023-08-17
745	2021	0	273700	273700	2023-08-17
745	2020	0	290000	290000	2023-08-17
746	2022	657300	297600	954900	2023-08-17
746	2021	657300	297600	954900	2023-08-17
746	2020	609500	263000	872500	2023-08-17
747	2022	454400	330800	785200	2023-08-17
747	2021	394000	330800	724800	2023-08-17
747	2020	362200	228900	591100	2023-08-17
748	2022	424400	417700	842100	2023-08-17
748	2021	424400	417700	842100	2023-08-17
748	2020	373100	349200	722300	2023-08-17
749	2022	1062400	588700	1651100	2023-08-17
749	2021	1062400	588700	1651100	2023-08-17
749	2020	1049800	498000	1547800	2023-08-17
750	2022	1008100	272500	1280600	2023-08-17
750	2021	926200	272500	1198700	2023-08-17
750	2020	822300	206900	1029200	2023-08-17
751	2022	311800	228100	539900	2023-08-17
751	2021	299700	228100	527800	2023-08-17
751	2020	284300	194800	479100	2023-08-17
752	2022	335600	256700	592300	2023-08-17
752	2021	335600	256700	592300	2023-08-17
752	2020	293500	257900	551400	2023-08-17
753	2022	475900	560300	1036200	2023-08-17
753	2021	475900	560300	1036200	2023-08-17
753	2020	415300	446400	861700	2023-08-17
754	2022	506500	426100	932600	2023-08-17
754	2021	506500	426100	932600	2023-08-17
754	2020	499500	397100	896600	2023-08-17
755	2022	173500	173400	346900	2023-08-17
755	2021	167000	173400	340400	2023-08-17
755	2020	139600	115500	255100	2023-08-17
756	2022	363200	548200	911400	2023-08-17
756	2021	363200	548200	911400	2023-08-17
756	2020	350100	482200	832300	2023-08-17
757	2022	0	251800	251800	2023-08-17
757	2021	0	251800	251800	2023-08-17
757	2020	0	226900	226900	2023-08-17
758	2022	122500	223700	346200	2023-08-17
758	2021	122500	223700	346200	2023-08-17
758	2020	108400	181200	289600	2023-08-17
759	2022	103400	177900	281300	2023-08-17
759	2021	103400	177900	281300	2023-08-17
759	2020	95400	139500	234900	2023-08-17
760	2022	0	289600	289600	2023-08-17
760	2021	0	289600	289600	2023-08-17
760	2020	0	252100	252100	2023-08-17
762	2022	0	181700	181700	2023-08-17
762	2021	0	181700	181700	2023-08-17
762	2020	0	147200	147200	2023-08-17
764	2022	53400	141100	194500	2023-08-17
764	2021	53400	141100	194500	2023-08-17
764	2020	55500	84500	140000	2023-08-17
765	2022	313700	222400	536100	2023-08-17
765	2021	313700	222400	536100	2023-08-17
765	2020	313300	247800	561100	2023-08-17
767	2022	8700	483700	492400	2023-08-17
767	2021	8700	483700	492400	2023-08-17
767	2020	7400	437800	445200	2023-08-17
768	2022	639200	215800	855000	2023-08-17
768	2021	627900	215800	843700	2023-08-17
768	2020	464000	168200	632200	2023-08-17
769	2022	195800	149200	345000	2023-08-17
769	2021	195800	149200	345000	2023-08-17
769	2020	193700	115300	309000	2023-08-17
770	2022	0	269900	269900	2023-08-17
770	2021	0	269900	269900	2023-08-17
770	2020	0	233200	233200	2023-08-17
771	2022	283000	205900	488900	2023-08-17
771	2021	283000	205900	488900	2023-08-17
771	2020	216300	160700	377000	2023-08-17
772	2022	256700	176600	433300	2023-08-17
772	2021	256700	176600	433300	2023-08-17
772	2020	250900	124800	375700	2023-08-17
773	2022	0	142900	142900	2023-08-17
773	2021	0	142900	142900	2023-08-17
773	2020	0	107300	107300	2023-08-17
774	2022	161200	147700	308900	2023-08-17
774	2021	161200	147700	308900	2023-08-17
774	2020	125900	107500	233400	2023-08-17
775	2022	127300	164800	292100	2023-08-17
775	2021	127300	164800	292100	2023-08-17
775	2020	91900	123000	214900	2023-08-17
776	2022	404000	206900	610900	2023-08-17
776	2021	404000	206900	610900	2023-08-17
776	2020	370200	131400	501600	2023-08-17
782	2022	831100	401000	1232100	2023-08-17
782	2021	831100	401000	1232100	2023-08-17
782	2020	760400	412300	1172700	2023-08-17
783	2022	94200	152700	246900	2023-08-17
783	2021	94200	152700	246900	2023-08-17
783	2020	117400	106300	223700	2023-08-17
784	2022	11200	149400	160600	2023-08-17
784	2021	11200	149400	160600	2023-08-17
784	2020	10400	140300	150700	2023-08-17
785	2022	857100	551300	1408400	2023-08-17
785	2021	857100	551300	1408400	2023-08-17
785	2020	701000	613600	1314600	2023-08-17
786	2022	484200	382900	867100	2023-08-17
786	2021	484200	382900	867100	2023-08-17
786	2020	419400	379600	799000	2023-08-17
787	2022	238800	166500	405300	2023-08-17
787	2021	238800	166500	405300	2023-08-17
787	2020	247800	95100	342900	2023-08-17
788	2022	136300	156300	292600	2023-08-17
788	2021	136300	156300	292600	2023-08-17
788	2020	95300	122000	217300	2023-08-17
789	2022	288700	222700	511400	2023-08-17
789	2021	273500	222700	496200	2023-08-17
789	2020	194500	185600	380100	2023-08-17
792	2022	413000	181300	594300	2023-08-17
792	2021	413000	181300	594300	2023-08-17
792	2020	408600	137100	545700	2023-08-17
793	2022	0	268100	268100	2023-08-17
793	2021	0	268100	268100	2023-08-17
793	2020	0	222500	222500	2023-08-17
795	2022	236000	161200	397200	2023-08-17
795	2021	236000	161200	397200	2023-08-17
795	2020	200700	124300	325000	2023-08-17
796	2022	55500	94000	149500	2023-08-17
796	2021	55500	94000	149500	2023-08-17
796	2020	48000	53000	101000	2023-08-17
797	2022	535400	214900	750300	2023-08-17
797	2021	535400	214900	750300	2023-08-17
797	2020	529200	183900	713100	2023-08-17
798	2022	5400	457100	462500	2023-08-17
798	2021	5400	457100	462500	2023-08-17
798	2020	5200	411900	417100	2023-08-17
799	2022	375900	182900	558800	2023-08-17
799	2021	375900	182900	558800	2023-08-17
799	2020	363200	161600	524800	2023-08-17
800	2022	1185500	377100	1562600	2023-08-17
800	2021	1185500	377100	1562600	2023-08-17
800	2020	1126900	354200	1481100	2023-08-17
801	2022	395700	679100	1074800	2023-08-17
801	2021	395700	679100	1074800	2023-08-17
801	2020	384700	612000	996700	2023-08-17
804	2022	453900	446200	900100	2023-08-17
804	2021	453900	446200	900100	2023-08-17
804	2020	364800	361800	726600	2023-08-17
806	2022	715100	336900	1052000	2023-08-17
806	2021	715100	336900	1052000	2023-08-17
806	2020	545900	294800	840700	2023-08-17
807	2022	0	722500	722500	2023-08-17
807	2021	0	722500	722500	2023-08-17
807	2020	0	628800	628800	2023-08-17
808	2022	268500	184100	452600	2023-08-17
808	2021	268500	184100	452600	2023-08-17
808	2020	227400	162700	390100	2023-08-17
809	2022	194900	182800	377700	2023-08-17
809	2021	194900	182800	377700	2023-08-17
809	2020	157100	169000	326100	2023-08-17
810	2022	747800	384400	1132200	2023-08-17
810	2021	747800	384400	1132200	2023-08-17
810	2020	780200	375200	1155400	2023-08-17
811	2022	17300	352400	369700	2023-08-17
811	2021	17300	352400	369700	2023-08-17
811	2020	15100	315900	331000	2023-08-17
812	2022	261500	214500	476000	2023-08-17
812	2021	256800	214500	471300	2023-08-17
812	2020	207600	174900	382500	2023-08-17
814	2022	494100	176200	670300	2023-08-17
814	2021	494100	176200	670300	2023-08-17
814	2020	513600	155000	668600	2023-08-17
815	2022	378600	252100	630700	2023-08-17
815	2021	378600	252100	630700	2023-08-17
815	2020	334900	200900	535800	2023-08-17
816	2022	611800	303400	915200	2023-08-17
816	2021	611800	303400	915200	2023-08-17
816	2020	559700	240100	799800	2023-08-17
820	2022	954300	279300	1233600	2023-08-17
820	2021	954300	279300	1233600	2023-08-17
820	2020	839700	271700	1111400	2023-08-17
821	2022	0	243100	243100	2023-08-17
821	2021	0	243100	243100	2023-08-17
821	2020	0	200300	200300	2023-08-17
824	2022	38200	190600	228800	2023-08-17
824	2021	38200	190600	228800	2023-08-17
824	2020	31300	146500	177800	2023-08-17
826	2022	301900	308300	610200	2023-08-17
826	2021	301900	308300	610200	2023-08-17
826	2020	278700	244700	523400	2023-08-17
827	2022	749700	900000	1649700	2023-08-17
827	2021	749700	900000	1649700	2023-08-17
827	2020	728500	834100	1562600	2023-08-17
829	2022	393900	358200	752100	2023-08-17
829	2021	393900	358200	752100	2023-08-17
829	2020	325300	267600	592900	2023-08-17
830	2022	159900	138800	298700	2023-08-17
830	2021	159900	138800	298700	2023-08-17
830	2020	133400	93400	226800	2023-08-17
831	2022	1136400	699600	1836000	2023-08-17
831	2021	1136400	699600	1836000	2023-08-17
831	2020	1092100	661200	1753300	2023-08-17
832	2022	0	100800	100800	2023-08-17
832	2021	0	100800	100800	2023-08-17
832	2020	0	69000	69000	2023-08-17
833	2022	342900	180000	522900	2023-08-17
833	2021	392400	180000	572400	2023-08-17
833	2020	287200	122800	410000	2023-08-17
834	2022	156300	120200	276500	2023-08-17
834	2021	156300	120200	276500	2023-08-17
834	2020	150100	100700	250800	2023-08-17
835	2022	342000	236200	578200	2023-08-17
835	2021	342000	236200	578200	2023-08-17
835	2020	325000	172600	497600	2023-08-17
836	2022	0	258500	258500	2023-08-17
836	2021	0	258500	258500	2023-08-17
836	2020	7700	196600	204300	2023-08-17
837	2022	498200	245900	744100	2023-08-17
837	2021	484200	245900	730100	2023-08-17
837	2020	355900	147100	503000	2023-08-17
838	2022	258600	142000	400600	2023-08-17
838	2021	258300	142000	400300	2023-08-17
838	2020	236500	110900	347400	2023-08-17
839	2022	534600	365900	900500	2023-08-17
839	2021	534600	365900	900500	2023-08-17
839	2020	470800	303000	773800	2023-08-17
840	2022	107300	130700	238000	2023-08-17
840	2021	106100	130700	236800	2023-08-17
840	2020	19400	99100	118500	2023-08-17
841	2022	543500	205900	749400	2023-08-17
841	2021	543500	205900	749400	2023-08-17
841	2020	507800	156800	664600	2023-08-17
842	2022	127100	93200	220300	2023-08-17
842	2021	127100	93200	220300	2023-08-17
842	2020	116200	83900	200100	2023-08-17
843	2022	83600	152200	235800	2023-08-17
843	2021	83600	152200	235800	2023-08-17
843	2020	75700	118000	193700	2023-08-17
844	2022	4300	297500	301800	2023-08-17
844	2021	4300	297500	301800	2023-08-17
844	2020	5900	263800	269700	2023-08-17
845	2022	211500	141600	353100	2023-08-17
845	2021	211500	141600	353100	2023-08-17
845	2020	180800	108400	289200	2023-08-17
846	2022	0	113800	113800	2023-08-17
846	2021	0	113800	113800	2023-08-17
846	2020	0	87900	87900	2023-08-17
849	2022	0	117700	117700	2023-08-17
849	2021	0	117700	117700	2023-08-17
849	2020	0	104600	104600	2023-08-17
850	2022	33500	152200	185700	2023-08-17
850	2021	33500	152200	185700	2023-08-17
850	2020	45400	99500	144900	2023-08-17
851	2022	1500	156500	158000	2023-08-17
851	2021	1500	156500	158000	2023-08-17
851	2020	1400	140300	141700	2023-08-17
852	2022	35100	139500	174600	2023-08-17
852	2021	35100	139500	174600	2023-08-17
852	2020	45000	85400	130400	2023-08-17
853	2022	79000	125500	204500	2023-08-17
853	2021	79000	125500	204500	2023-08-17
853	2020	104000	64000	168000	2023-08-17
855	2022	42800	128800	171600	2023-08-17
855	2021	42800	128800	171600	2023-08-17
855	2020	52900	77600	130500	2023-08-17
858	2022	0	290600	290600	2023-08-17
858	2021	0	290600	290600	2023-08-17
858	2020	0	266300	266300	2023-08-17
860	2022	0	422400	422400	2023-08-17
860	2021	0	422400	422400	2023-08-17
860	2020	0	359700	359700	2023-08-17
861	2022	203600	139000	342600	2023-08-17
861	2021	203600	139000	342600	2023-08-17
861	2020	217300	106000	323300	2023-08-17
862	2022	714100	334100	1048200	2023-08-17
862	2021	714500	334100	1048600	2023-08-17
862	2020	750000	273400	1023400	2023-08-17
863	2022	0	165600	165600	2023-08-17
863	2021	0	165600	165600	2023-08-17
863	2020	0	123700	123700	2023-08-17
864	2022	0	156600	156600	2023-08-17
864	2021	0	156600	156600	2023-08-17
864	2020	0	115500	115500	2023-08-17
865	2022	913800	367800	1281600	2023-08-17
865	2021	913800	367800	1281600	2023-08-17
865	2020	722900	486600	1209500	2023-08-17
867	2022	1064900	808600	1873500	2023-08-17
867	2021	1064900	808600	1873500	2023-08-17
867	2020	1013800	752400	1766200	2023-08-17
868	2022	314000	269600	583600	2023-08-17
868	2021	314000	269600	583600	2023-08-17
868	2020	306200	224700	530900	2023-08-17
869	2022	209700	155600	365300	2023-08-17
869	2021	209700	155600	365300	2023-08-17
869	2020	163800	126000	289800	2023-08-17
871	2022	367100	181500	548600	2023-08-17
871	2021	367100	181500	548600	2023-08-17
871	2020	313200	182700	495900	2023-08-17
872	2022	397900	289300	687200	2023-08-17
872	2021	397900	289300	687200	2023-08-17
872	2020	411800	220100	631900	2023-08-17
873	2022	525300	788000	1313300	2023-08-17
873	2021	525300	788000	1313300	2023-08-17
873	2020	504500	749800	1254300	2023-08-17
874	2022	146500	300200	446700	2023-08-17
874	2021	146500	300200	446700	2023-08-17
874	2020	117400	287800	405200	2023-08-17
875	2022	434800	228300	663100	2023-08-17
875	2021	434800	228300	663100	2023-08-17
875	2020	411400	201500	612900	2023-08-17
876	2022	187900	352500	540400	2023-08-17
876	2021	187900	352500	540400	2023-08-17
876	2020	157300	327700	485000	2023-08-17
877	2022	468400	403300	871700	2023-08-17
877	2021	468400	403300	871700	2023-08-17
877	2020	401000	402000	803000	2023-08-17
878	2022	325900	465800	791700	2023-08-17
878	2021	325900	465800	791700	2023-08-17
878	2020	294700	339300	634000	2023-08-17
879	2022	183200	218400	401600	2023-08-17
879	2021	183200	218400	401600	2023-08-17
879	2020	167000	179100	346100	2023-08-17
880	2022	384400	224300	608700	2023-08-17
880	2021	384400	224300	608700	2023-08-17
880	2020	345800	198700	544500	2023-08-17
881	2022	1268800	371500	1640300	2023-08-17
881	2021	1268800	371500	1640300	2023-08-17
881	2020	990200	435700	1425900	2023-08-17
883	2022	21300	143600	164900	2023-08-17
883	2021	21300	143600	164900	2023-08-17
883	2020	31000	164600	195600	2023-08-17
884	2022	191000	235500	426500	2023-08-17
884	2021	191000	235500	426500	2023-08-17
884	2020	169000	209500	378500	2023-08-17
887	2022	998100	474700	1472800	2023-08-17
887	2021	998100	474700	1472800	2023-08-17
887	2020	950800	500700	1451500	2023-08-17
888	2022	0	160200	160200	2023-08-17
888	2021	0	160200	160200	2023-08-17
888	2020	0	163200	163200	2023-08-17
891	2022	403600	192900	596500	2023-08-17
891	2021	403600	192900	596500	2023-08-17
891	2020	334900	178600	513500	2023-08-17
892	2022	0	554000	554000	2023-08-17
892	2021	0	554000	554000	2023-08-17
892	2020	0	310700	310700	2023-08-17
895	2022	786900	282800	1069700	2023-08-17
895	2021	743700	282800	1026500	2023-08-17
895	2020	574400	269500	843900	2023-08-17
896	2022	1117300	352700	1470000	2023-08-17
896	2021	1117300	352700	1470000	2023-08-17
896	2020	885800	382200	1268000	2023-08-17
897	2022	0	138700	138700	2023-08-17
897	2021	0	138700	138700	2023-08-17
897	2020	0	359800	359800	2023-08-17
898	2022	0	425300	425300	2023-08-17
898	2021	0	425300	425300	2023-08-17
898	2020	0	316200	316200	2023-08-17
899	2022	581100	515300	1096400	2023-08-17
899	2021	738600	515300	1253900	2023-08-17
899	2020	604100	468800	1072900	2023-08-17
900	2022	563900	675100	1239000	2023-08-17
900	2021	563900	675100	1239000	2023-08-17
900	2020	517700	604500	1122200	2023-08-17
901	2022	114200	178100	292300	2023-08-17
901	2021	114200	178100	292300	2023-08-17
901	2020	96400	109300	205700	2023-08-17
907	2022	0	375900	375900	2023-08-17
907	2021	0	375900	375900	2023-08-17
907	2020	0	240800	240800	2023-08-17
908	2022	0	428000	428000	2023-08-17
908	2021	0	428000	428000	2023-08-17
908	2020	0	313900	313900	2023-08-17
909	2022	1264700	1184800	2449500	2023-08-17
909	2021	1264700	1184800	2449500	2023-08-17
909	2020	1308200	979200	2287400	2023-08-17
910	2022	487700	403500	891200	2023-08-17
910	2021	487700	403500	891200	2023-08-17
910	2020	411800	382200	794000	2023-08-17
911	2022	420600	852600	1273200	2023-08-17
911	2021	420600	852600	1273200	2023-08-17
911	2020	382300	795200	1177500	2023-08-17
912	2022	0	81400	81400	2023-08-17
912	2021	0	81400	81400	2023-08-17
912	2020	0	69200	69200	2023-08-17
913	2022	25900	149300	175200	2023-08-17
913	2021	25900	149300	175200	2023-08-17
913	2020	26500	100800	127300	2023-08-17
915	2022	133700	155800	289500	2023-08-17
915	2021	133700	155800	289500	2023-08-17
915	2020	134200	110300	244500	2023-08-17
916	2022	171000	178500	349500	2023-08-17
916	2021	171000	178500	349500	2023-08-17
916	2020	143400	141200	284600	2023-08-17
917	2022	250500	235300	485800	2023-08-17
917	2021	250500	235300	485800	2023-08-17
917	2020	249900	163200	413100	2023-08-17
920	2022	403900	335600	739500	2023-08-17
920	2021	399600	335600	735200	2023-08-17
920	2020	360500	275400	635900	2023-08-17
921	2022	302400	249100	551500	2023-08-17
921	2021	302400	249100	551500	2023-08-17
921	2020	267600	168600	436200	2023-08-17
923	2022	29900	171500	201400	2023-08-17
923	2021	29900	171500	201400	2023-08-17
923	2020	26300	128300	154600	2023-08-17
924	2022	0	477500	477500	2023-08-17
924	2021	0	477500	477500	2023-08-17
924	2020	0	393000	393000	2023-08-17
925	2022	0	400	400	2023-08-17
925	2021	0	400	400	2023-08-17
925	2020	0	400	400	2023-08-17
934	2022	0	222900	222900	2023-08-17
934	2021	0	222900	222900	2023-08-17
934	2020	0	174700	174700	2023-08-17
935	2022	458600	263000	721600	2023-08-17
935	2021	458600	263000	721600	2023-08-17
935	2020	412900	232400	645300	2023-08-17
939	2022	596300	440400	1036700	2023-08-17
939	2021	596300	440400	1036700	2023-08-17
939	2020	518000	472700	990700	2023-08-17
940	2022	432600	276100	708700	2023-08-17
940	2021	432600	276100	708700	2023-08-17
940	2020	406400	248200	654600	2023-08-17
941	2022	397900	168600	566500	2023-08-17
941	2021	397900	168600	566500	2023-08-17
941	2020	361200	163000	524200	2023-08-17
942	2022	402700	227300	630000	2023-08-17
942	2021	402700	227300	630000	2023-08-17
942	2020	377500	222300	599800	2023-08-17
943	2022	324200	261900	586100	2023-08-17
943	2021	324200	261900	586100	2023-08-17
943	2020	301800	186200	488000	2023-08-17
944	2022	331800	297200	629000	2023-08-17
944	2021	393600	339500	733100	2023-08-17
944	2020	309200	313100	622300	2023-08-17
947	2022	334800	143600	478400	2023-08-17
947	2021	334800	143600	478400	2023-08-17
947	2020	311900	93500	405400	2023-08-17
949	2022	423400	386900	810300	2023-08-17
949	2021	383600	386900	770500	2023-08-17
949	2020	349600	651800	1001400	2023-08-17
951	2022	161600	106600	268200	2023-08-17
951	2021	161600	106600	268200	2023-08-17
951	2020	181500	74700	256200	2023-08-17
952	2022	122200	125500	247700	2023-08-17
952	2021	134400	133800	268200	2023-08-17
952	2020	94600	97000	191600	2023-08-17
953	2022	183800	126300	310100	2023-08-17
953	2021	183800	126300	310100	2023-08-17
953	2020	196900	129800	326700	2023-08-17
954	2022	134700	156100	290800	2023-08-17
954	2021	134700	156100	290800	2023-08-17
954	2020	128500	135400	263900	2023-08-17
955	2022	91100	124900	216000	2023-08-17
955	2021	91100	124900	216000	2023-08-17
955	2020	78700	94100	172800	2023-08-17
958	2022	311600	108600	420200	2023-08-17
958	2021	311600	108600	420200	2023-08-17
958	2020	254000	114300	368300	2023-08-17
959	2022	229100	112600	341700	2023-08-17
959	2021	229100	112600	341700	2023-08-17
959	2020	201500	106300	307800	2023-08-17
960	2022	209600	115100	324700	2023-08-17
960	2021	209600	115100	324700	2023-08-17
960	2020	196300	111100	307400	2023-08-17
961	2022	383800	243800	627600	2023-08-17
961	2021	383800	243800	627600	2023-08-17
961	2020	349400	201300	550700	2023-08-17
962	2022	371900	112400	484300	2023-08-17
962	2021	371900	112400	484300	2023-08-17
962	2020	311100	118200	429300	2023-08-17
963	2022	245600	239300	484900	2023-08-17
963	2021	245600	239300	484900	2023-08-17
963	2020	261400	167800	429200	2023-08-17
964	2022	0	211200	211200	2023-08-17
964	2021	0	211200	211200	2023-08-17
964	2020	79100	153500	232600	2023-08-17
965	2022	528500	231100	759600	2023-08-17
965	2021	524400	231100	755500	2023-08-17
965	2020	459700	188600	648300	2023-08-17
966	2022	376200	166000	542200	2023-08-17
966	2021	376200	166000	542200	2023-08-17
966	2020	330800	144000	474800	2023-08-17
967	2022	467700	172900	640600	2023-08-17
967	2021	467700	172900	640600	2023-08-17
967	2020	438500	152000	590500	2023-08-17
968	2022	215000	278700	493700	2023-08-17
968	2021	207300	302900	510200	2023-08-17
968	2020	168400	253200	421600	2023-08-17
969	2022	143300	156100	299400	2023-08-17
969	2021	143300	156100	299400	2023-08-17
969	2020	118900	103800	222700	2023-08-17
971	2022	207900	172600	380500	2023-08-17
971	2021	207900	172600	380500	2023-08-17
971	2020	191500	136900	328400	2023-08-17
972	2022	0	158100	158100	2023-08-17
972	2021	0	158100	158100	2023-08-17
972	2020	0	122200	122200	2023-08-17
973	2022	253200	151600	404800	2023-08-17
973	2021	245500	151600	397100	2023-08-17
973	2020	246700	116700	363400	2023-08-17
974	2022	463100	266000	729100	2023-08-17
974	2021	463100	266000	729100	2023-08-17
974	2020	395700	260100	655800	2023-08-17
975	2022	0	221300	221300	2023-08-17
975	2021	0	221300	221300	2023-08-17
975	2020	0	202400	202400	2023-08-17
976	2022	261400	211800	473200	2023-08-17
976	2021	262700	211800	474500	2023-08-17
976	2020	198300	167700	366000	2023-08-17
977	2022	584200	192500	776700	2023-08-17
977	2021	584200	192500	776700	2023-08-17
977	2020	565300	152800	718100	2023-08-17
978	2022	26100	134100	160200	2023-08-17
978	2021	26100	134100	160200	2023-08-17
978	2020	22400	101900	124300	2023-08-17
979	2022	94700	130300	225000	2023-08-17
979	2021	94700	130300	225000	2023-08-17
979	2020	87600	98700	186300	2023-08-17
981	2022	270900	128900	399800	2023-08-17
981	2021	270900	128900	399800	2023-08-17
981	2020	226600	97500	324100	2023-08-17
982	2022	112400	137000	249400	2023-08-17
982	2021	112400	137000	249400	2023-08-17
982	2020	72500	104800	177300	2023-08-17
983	2022	12100	137300	149400	2023-08-17
983	2021	12100	137300	149400	2023-08-17
983	2020	4600	106700	111300	2023-08-17
984	2022	90800	118300	209100	2023-08-17
984	2021	90800	118300	209100	2023-08-17
984	2020	78500	90100	168600	2023-08-17
986	2022	107000	139600	246600	2023-08-17
986	2021	107000	139600	246600	2023-08-17
986	2020	122600	96500	219100	2023-08-17
987	2022	258800	411500	670300	2023-08-17
987	2021	258800	411500	670300	2023-08-17
987	2020	231400	341500	572900	2023-08-17
990	2022	4100	12000	16100	2023-08-17
990	2021	4100	12000	16100	2023-08-17
990	2020	3800	10900	14700	2023-08-17
991	2022	77800	131000	208800	2023-08-17
991	2021	77800	131000	208800	2023-08-17
991	2020	73200	99300	172500	2023-08-17
992	2022	0	680300	680300	2023-08-17
992	2021	0	680300	680300	2023-08-17
992	2020	0	599100	599100	2023-08-17
993	2022	226300	135900	362200	2023-08-17
993	2021	210700	135900	346600	2023-08-17
993	2020	194900	99100	294000	2023-08-17
994	2022	145200	171100	316300	2023-08-17
994	2021	145200	171100	316300	2023-08-17
994	2020	121500	122900	244400	2023-08-17
995	2022	165900	84200	250100	2023-08-17
995	2021	165900	89400	255300	2023-08-17
995	2020	111000	49900	160900	2023-08-17
996	2022	336100	186700	522800	2023-08-17
996	2021	336100	186700	522800	2023-08-17
996	2020	310800	163900	474700	2023-08-17
997	2022	212500	160700	373200	2023-08-17
997	2021	212500	160700	373200	2023-08-17
997	2020	208500	141500	350000	2023-08-17
998	2022	442600	379500	822100	2023-08-17
998	2021	442600	379500	822100	2023-08-17
998	2020	435600	314800	750400	2023-08-17
1002	2022	0	141700	141700	2023-08-17
1002	2021	0	141700	141700	2023-08-17
1002	2020	0	125300	125300	2023-08-17
1003	2022	167600	361400	529000	2023-08-17
1003	2021	179900	361400	541300	2023-08-17
